u_id,c_ref,qty,ts,loc
U_0025517,CON_001731,6.04,2024-08-18 11:55:29,US
U_0025518,CON_004328,9.4,2024-10-09 19:35:32,US
U_0025519,CON_002435,1.59,2024-07-17 06:46:32,US
U_0025520,CON_002322,10.0,2024-03-26 21:52:47,??
U_0025521,CON_003685,8.37,2024-01-04 17:12:20,UK
U_0025522,CON_004258,1.95,2024-04-30 03:04:21,ES
U_0025523,CON_000814,8.85,2024-11-28 16:46:48,US
U_0025524,CON_003377,1.9,2024-09-06 23:53:15,UK
U_0025525,CON_003710,7.2,2024-02-20 21:45:30,DE
U_0025526,CON_003542,8.84,2024-02-10 12:02:25,??
U_0025527,CON_003312,9.46,2024-04-16 14:11:07,??
U_0025528,CON_002036,19.2,2024-05-04 18:18:25,UK
U_0025529,CON_002237,23.63,2024-03-20 13:41:01,??
U_0025530,CON_001107,13.29,2024-07-16 08:31:55,DE
U_0025531,CON_000065,16.88,2024-03-03 05:23:05,FR
U_0025532,CON_004454,0.16,2024-12-26 12:45:34,??
U_0025533,CON_001906,3.6,2024-11-07 20:27:21,ES
U_0025534,CON_002450,0.32,2024-03-17 11:20:27,UK
U_0025535,CON_004199,2.04,2024-04-03 04:11:54,DE
U_0025536,CON_000760,3.85,2024-03-06 10:53:52,FR
U_0025537,CON_001521,16.17,2024-02-05 04:17:42,US
U_0025538,CON_002409,5.74,2024-03-24 22:10:51,FR
U_0025539,CON_001527,8.37,2024-10-06 01:22:28,US
U_0025540,CON_003316,3.61,2024-12-09 09:36:54,DE
U_0025541,CON_003564,7.39,2024-01-15 03:52:55,ES
U_0025542,CON_002393,13.52,2024-01-27 14:55:12,FR
U_0025543,CON_003939,2.87,2024-11-23 18:42:40,??
U_0025544,CON_002279,21.54,2024-08-18 13:17:06,DE
U_0025545,CON_001220,1.92,2024-03-25 19:39:33,DE
U_0025546,CON_003384,20.14,2024-08-01 05:47:03,DE
U_0025547,CON_002515,0.23,2024-10-28 01:33:57,US
U_0025548,CON_002252,6.26,2024-05-29 02:34:41,ES
U_0025549,CON_000246,33.69,2024-12-12 05:47:05,FR
U_0025550,CON_002111,7.53,2024-09-04 04:44:45,??
U_0025551,CON_003794,6.47,2024-07-18 13:56:31,??
U_0025552,CON_005311,9.18,2024-10-27 22:54:21,US
U_0025553,CON_004578,2.73,2024-03-04 03:12:55,ES
U_0025554,CON_001591,0.44,2024-02-23 01:20:03,ES
U_0025555,CON_001364,2.31,2024-06-03 06:48:45,US
U_0025556,CON_004055,1.55,2024-06-30 01:19:05,FR
U_0025557,CON_004910,20.57,2024-03-08 04:57:04,US
U_0025558,CON_003557,15.3,2024-04-05 21:22:59,ES
U_0025559,CON_003330,3.06,2024-05-13 09:45:51,FR
U_0025560,CON_001963,14.47,2024-06-12 03:12:17,??
U_0025561,CON_003624,1.9,2024-02-09 00:00:55,DE
U_0025562,CON_004866,1.78,2024-01-25 19:29:07,DE
U_0025563,CON_005335,11.67,2024-08-19 22:40:06,UK
U_0025564,CON_002681,3.17,2024-12-05 06:28:17,UK
U_0025565,CON_004246,0.54,2024-04-21 17:55:32,DE
U_0025566,CON_000762,10.18,2024-03-15 13:41:29,US
U_0025567,CON_004503,36.53,2024-06-08 11:27:36,UK
U_0025568,CON_003887,6.68,2024-02-08 03:01:02,??
U_0025569,CON_003635,2.45,2024-04-19 20:08:02,UK
U_0025570,CON_002477,3.73,2024-07-09 13:09:49,FR
U_0025571,CON_002234,8.37,2024-11-11 23:48:45,US
U_0025572,CON_004993,9.67,2024-05-07 05:19:42,US
U_0025573,CON_004641,17.4,2024-05-30 17:17:47,US
U_0025574,CON_001383,19.16,2024-02-23 12:44:07,FR
U_0025575,CON_002549,15.8,2024-08-15 18:25:46,UK
U_0025576,CON_003180,8.36,2024-06-22 19:48:56,??
U_0025577,CON_004313,4.78,2024-08-04 14:01:17,FR
U_0025578,CON_003653,9.1,2024-07-29 22:12:44,DE
U_0025579,CON_005438,8.79,2024-02-28 03:53:49,ES
U_0025580,CON_000724,1.97,2024-04-05 23:54:16,DE
U_0025581,CON_002507,5.67,2024-05-18 18:43:56,DE
U_0025582,CON_002108,1.87,2024-05-11 17:30:15,??
U_0025583,CON_003146,18.35,2024-03-22 07:23:37,UK
U_0025584,CON_004996,3.12,2024-01-28 11:31:09,UK
U_0025585,CON_001780,13.1,2024-12-25 11:49:40,ES
U_0025586,CON_004662,3.79,2024-07-25 13:17:23,UK
U_0025587,CON_005052,11.54,2024-12-28 23:09:12,US
U_0025588,CON_002744,2.0,2024-11-26 04:42:54,DE
U_0025589,CON_002043,11.54,2024-09-05 20:44:20,ES
U_0025590,CON_000753,1.58,2024-10-04 18:20:16,ES
U_0025591,CON_002680,5.4,2024-09-03 07:04:44,UK
U_0025592,CON_002706,0.96,2024-04-09 20:12:18,ES
U_0025593,CON_003582,6.0,2024-04-23 14:30:13,ES
U_0025594,CON_003305,13.75,2024-12-05 08:05:06,US
U_0025595,CON_002548,11.27,2024-04-29 13:49:56,DE
U_0025596,CON_005355,0.42,2024-10-01 07:06:21,ES
U_0025597,CON_001182,5.42,2024-11-02 18:19:33,ES
U_0025598,CON_001606,15.3,2024-05-31 13:28:41,ES
U_0025599,CON_005039,8.4,2024-08-20 21:23:11,??
U_0025600,CON_002287,0.49,2024-01-17 10:23:14,FR
U_0025601,CON_000084,3.15,2024-04-26 02:02:33,??
U_0025602,CON_001251,6.51,2024-07-18 19:55:55,US
U_0025603,CON_005134,1.52,2024-07-23 02:12:43,??
U_0025604,CON_003104,9.16,2024-03-18 23:53:39,DE
U_0025605,CON_004779,8.06,2024-05-10 10:57:05,FR
U_0025606,CON_000092,1.81,2024-06-01 05:05:37,ES
U_0025607,CON_004551,6.4,2024-03-18 09:44:03,UK
U_0025608,CON_004632,13.36,2024-04-20 13:35:28,ES
U_0025609,CON_003073,3.76,2024-07-08 18:43:50,US
U_0025610,CON_002198,2.27,2024-02-08 08:26:12,ES
U_0025611,CON_004827,9.66,2024-11-11 23:00:08,??
U_0025612,CON_003184,0.59,2024-12-25 05:15:54,UK
U_0025613,CON_003199,14.3,2024-06-16 05:47:19,FR
U_0025614,CON_003427,22.98,2024-08-02 19:55:15,US
U_0025615,CON_005470,26.77,2024-09-07 02:29:45,FR
U_0025616,CON_004255,4.53,2024-07-23 16:38:33,UK
U_0025617,CON_000524,7.81,2024-01-23 16:40:51,DE
U_0025618,CON_000998,15.58,2024-02-11 07:52:56,FR
U_0025619,CON_005418,2.02,2024-11-29 09:01:45,??
U_0025620,CON_004406,0.22,2024-11-17 17:34:42,FR
U_0025621,CON_001492,3.88,2024-07-02 08:05:43,ES
U_0025622,CON_001140,17.26,2024-06-26 17:47:31,US
U_0025623,CON_004724,5.63,2024-02-03 10:22:06,US
U_0025624,CON_001196,6.04,2024-01-23 12:06:17,DE
U_0025625,CON_001991,9.41,2024-07-30 16:20:43,??
U_0025626,CON_005448,6.84,2024-10-13 06:34:28,DE
U_0025627,CON_005325,0.45,2024-06-16 18:26:15,FR
U_0025628,CON_005163,6.58,2024-08-18 17:31:47,DE
U_0025629,CON_005289,8.35,2024-06-01 09:36:16,US
U_0025630,CON_001118,8.21,2024-05-22 10:42:24,US
U_0025631,CON_002182,10.43,2024-04-11 02:25:24,FR
U_0025632,CON_003144,5.87,2024-01-16 09:46:29,FR
U_0025633,CON_004590,18.43,2024-06-02 15:15:29,UK
U_0025634,CON_004020,4.99,2024-05-20 16:13:26,??
U_0025635,CON_001126,5.84,2024-12-25 21:10:59,US
U_0025636,CON_001522,12.12,2024-01-11 10:01:01,DE
U_0025637,CON_000430,14.33,2024-01-21 02:22:26,??
U_0025638,CON_001856,8.36,2024-02-26 12:40:19,UK
U_0025639,CON_003832,1.08,2024-03-17 15:11:22,ES
U_0025640,CON_001703,3.23,2024-05-23 15:35:22,??
U_0025641,CON_001888,0.16,2024-06-05 09:59:56,DE
U_0025642,CON_003982,2.8,2024-10-08 03:16:48,ES
U_0025643,CON_004572,6.76,2024-04-27 15:40:43,UK
U_0025644,CON_002211,13.09,2024-10-30 03:46:08,US
U_0025645,CON_000437,7.05,2024-02-02 08:45:26,US
U_0025646,CON_003169,0.33,2024-04-26 00:45:14,ES
U_0025647,CON_000527,2.4,2024-10-23 05:41:24,US
U_0025648,CON_001670,6.9,2024-01-14 02:25:29,FR
U_0025649,CON_004217,9.88,2024-07-02 01:53:42,??
U_0025650,CON_003389,16.11,2024-06-25 02:53:37,UK
U_0025651,CON_004030,27.45,2024-02-12 17:02:26,DE
U_0025652,CON_002465,17.79,2024-11-22 06:44:08,UK
U_0025653,CON_004267,5.04,2024-04-07 23:04:31,??
U_0025654,CON_002677,10.99,2024-11-28 12:47:02,ES
U_0025655,CON_004062,2.2,2024-02-25 15:33:55,ES
U_0025656,CON_004108,0.53,2024-02-01 14:18:54,US
U_0025657,CON_002004,0.45,2024-10-02 22:07:34,ES
U_0025658,CON_000422,2.21,2024-01-09 18:40:56,DE
U_0025659,CON_002175,0.31,2024-05-03 09:40:40,UK
U_0025660,CON_002701,15.19,2024-04-29 09:53:14,DE
U_0025661,CON_002686,5.39,2024-04-05 03:27:14,UK
U_0025662,CON_004786,13.32,2024-05-08 12:24:08,??
U_0025663,CON_003155,22.49,2024-10-15 15:28:45,??
U_0025664,CON_002667,40.81,2024-11-03 19:02:04,US
U_0025665,CON_003682,22.14,2024-11-12 17:15:53,ES
U_0025666,CON_005428,10.09,2024-02-03 08:05:03,UK
U_0025667,CON_003272,4.67,2024-03-15 06:45:38,FR
U_0025668,CON_005339,7.29,2024-06-20 19:47:35,FR
U_0025669,CON_005457,13.56,2024-02-08 22:58:22,??
U_0025670,CON_003047,18.23,2024-07-15 21:18:24,FR
U_0025671,CON_003772,25.07,2024-03-31 19:45:00,FR
U_0025672,CON_004116,10.49,2024-10-02 13:35:38,??
U_0025673,CON_003157,6.21,2024-04-11 08:13:44,??
U_0025674,CON_004601,27.63,2024-12-12 03:27:04,DE
U_0025675,CON_000018,25.48,2024-12-20 05:20:49,ES
U_0025676,CON_000444,5.19,2024-11-19 05:34:40,UK
U_0025677,CON_002889,8.37,2024-08-17 13:31:42,??
U_0025678,CON_002764,13.26,2024-09-01 10:31:24,FR
U_0025679,CON_000550,4.54,2024-07-09 16:20:50,FR
U_0025680,CON_001080,14.15,2024-09-28 22:38:39,UK
U_0025681,CON_003241,0.95,2024-08-13 19:03:46,US
U_0025682,CON_005220,5.25,2024-08-10 12:46:47,DE
U_0025683,CON_003924,5.27,2024-02-27 23:49:43,DE
U_0025684,CON_005339,9.23,2024-11-01 21:27:01,ES
U_0025685,CON_003477,0.99,2024-02-29 14:11:26,FR
U_0025686,CON_002140,0.87,2024-08-25 08:40:18,ES
U_0025687,CON_005236,18.47,2024-02-09 14:16:42,ES
U_0025688,CON_002093,2.9,2024-01-23 18:17:58,ES
U_0025689,CON_004929,3.17,2024-10-06 02:17:30,ES
U_0025690,CON_002163,12.0,2024-12-11 05:28:31,UK
U_0025691,CON_001760,4.29,2024-07-31 08:38:47,UK
U_0025692,CON_003394,14.31,2024-12-05 03:42:06,??
U_0025693,CON_001837,4.11,2024-01-17 11:53:54,UK
U_0025694,CON_001357,11.44,2024-06-20 08:52:37,ES
U_0025695,CON_003825,5.96,2024-06-22 05:38:05,FR
U_0025696,CON_000299,21.97,2024-07-29 10:19:45,DE
U_0025697,CON_003012,3.17,2024-12-03 00:03:03,??
U_0025698,CON_003368,3.6,2024-05-24 06:56:43,FR
U_0025699,CON_000880,28.05,2024-12-11 14:36:14,ES
U_0025700,CON_002092,10.7,2024-09-17 15:40:25,??
U_0025701,CON_003559,11.85,2024-07-15 23:25:44,US
U_0025702,CON_002910,2.81,2024-10-28 13:51:21,??
U_0025703,CON_001581,6.08,2024-05-05 15:11:14,UK
U_0025704,CON_002059,3.01,2024-08-24 17:52:56,??
U_0025705,CON_002075,2.41,2024-11-07 09:36:39,FR
U_0025706,CON_001455,6.13,2024-08-31 20:49:07,UK
U_0025707,CON_000347,35.22,2024-08-20 15:03:55,FR
U_0025708,CON_000504,1.93,2024-02-03 06:22:37,US
U_0025709,CON_002391,2.22,2024-09-20 11:37:22,??
U_0025710,CON_001237,2.23,2024-08-27 12:47:56,FR
U_0025711,CON_000720,12.55,2024-03-08 16:19:15,UK
U_0025712,CON_004179,5.71,2024-07-18 17:14:10,US
U_0025713,CON_003534,3.89,2024-08-16 18:37:11,UK
U_0025714,CON_003630,14.85,2024-09-19 06:24:27,DE
U_0025715,CON_002049,2.82,2024-09-19 12:37:18,ES
U_0025716,CON_003735,3.98,2024-02-27 20:27:32,DE
U_0025717,CON_000818,0.61,2024-02-15 17:41:09,ES
U_0025718,CON_003021,1.01,2024-10-30 05:55:21,ES
U_0025719,CON_001125,1.18,2024-11-29 23:24:01,DE
U_0025720,CON_000416,3.41,2024-06-28 10:39:16,US
U_0025721,CON_002045,5.94,2024-06-17 09:36:36,ES
U_0025722,CON_002669,0.01,2024-11-20 06:58:04,FR
U_0025723,CON_000679,1.69,2024-08-16 04:22:40,DE
U_0025724,CON_005174,1.55,2024-11-23 12:36:17,FR
U_0025725,CON_004706,2.34,2024-06-15 14:29:03,US
U_0025726,CON_000760,1.45,2024-11-05 21:00:51,US
U_0025727,CON_004683,1.74,2024-01-23 13:02:44,??
U_0025728,CON_004323,33.02,2024-12-30 00:28:16,??
U_0025729,CON_002848,7.23,2024-03-29 06:19:45,??
U_0025730,CON_005495,11.51,2024-07-25 07:41:04,DE
U_0025731,CON_005386,13.69,2024-12-03 20:10:13,FR
U_0025732,CON_000178,8.81,2024-04-01 14:07:58,UK
U_0025733,CON_002788,9.74,2024-04-11 14:40:08,ES
U_0025734,CON_003350,8.0,2024-07-09 16:25:47,UK
U_0025735,CON_003065,8.38,2024-11-18 22:17:57,UK
U_0025736,CON_005140,21.1,2024-07-23 00:53:55,??
U_0025737,CON_000830,1.64,2024-06-16 04:01:07,DE
U_0025738,CON_001929,2.57,2024-02-27 20:59:31,UK
U_0025739,CON_001834,0.78,2024-06-08 00:44:05,??
U_0025740,CON_002594,14.53,2024-04-16 13:46:51,??
U_0025741,CON_004484,4.76,2024-06-12 21:24:22,UK
U_0025742,CON_002618,19.01,2024-11-01 05:33:41,ES
U_0025743,CON_000407,4.24,2024-02-02 14:01:41,??
U_0025744,CON_004452,4.68,2024-10-07 03:08:30,US
U_0025745,CON_000718,4.76,2024-06-02 21:03:13,ES
U_0025746,CON_005128,7.58,2024-02-16 05:52:28,ES
U_0025747,CON_002156,11.62,2024-05-08 21:33:09,DE
U_0025748,CON_001537,3.46,2024-09-10 03:35:41,??
U_0025749,CON_001521,7.96,2024-09-08 10:35:53,US
U_0025750,CON_001523,1.82,2024-01-21 05:57:38,FR
U_0025751,CON_004610,6.46,2024-01-26 21:41:16,FR
U_0025752,CON_004102,6.33,2024-07-25 16:37:04,UK
U_0025753,CON_003898,17.57,2024-06-08 19:29:53,DE
U_0025754,CON_003468,18.1,2024-01-09 08:40:27,US
U_0025755,CON_003365,5.34,2024-05-11 01:51:35,DE
U_0025756,CON_001678,0.2,2024-01-06 00:16:18,US
U_0025757,CON_001526,14.9,2024-04-02 02:03:47,US
U_0025758,CON_004014,0.0,2024-05-06 23:54:44,ES
U_0025759,CON_004842,5.2,2024-01-14 06:48:55,US
U_0025760,CON_000391,0.16,2024-12-09 05:52:49,US
U_0025761,CON_002287,3.48,2024-11-13 15:01:32,FR
U_0025762,CON_001056,8.1,2024-12-06 03:59:25,UK
U_0025763,CON_001698,3.71,2024-10-10 21:05:25,FR
U_0025764,CON_001675,20.93,2024-10-20 19:34:59,??
U_0025765,CON_004489,8.19,2024-08-30 03:39:21,ES
U_0025766,CON_000785,8.32,2024-01-06 01:59:31,ES
U_0025767,CON_000013,3.75,2024-09-11 16:04:12,DE
U_0025768,CON_003295,0.31,2024-07-12 17:25:42,ES
U_0025769,CON_000333,10.72,2024-07-26 11:21:54,UK
U_0025770,CON_004141,10.08,2024-10-28 03:18:00,US
U_0025771,CON_005044,6.04,2024-06-06 16:16:48,FR
U_0025772,CON_000635,4.31,2024-01-27 14:09:46,DE
U_0025773,CON_004023,6.18,2024-11-24 04:19:08,ES
U_0025774,CON_000355,10.99,2024-02-07 11:14:50,ES
U_0025775,CON_000313,9.98,2024-09-27 23:48:23,UK
U_0025776,CON_002979,8.59,2024-11-27 22:51:20,FR
U_0025777,CON_001238,18.73,2024-04-09 01:13:33,??
U_0025778,CON_001040,7.53,2024-01-09 09:59:01,DE
U_0025779,CON_004941,0.12,2024-09-23 02:30:38,??
U_0025780,CON_000668,7.7,2024-06-29 03:48:29,??
U_0025781,CON_004332,7.59,2024-06-16 07:33:03,FR
U_0025782,CON_002190,0.58,2024-06-24 12:00:35,??
U_0025783,CON_002864,4.47,2024-01-08 21:12:34,??
U_0025784,CON_003762,8.42,2024-03-30 20:50:48,FR
U_0025785,CON_005361,9.75,2024-04-26 23:26:37,??
U_0025786,CON_002421,17.88,2024-09-11 22:34:21,??
U_0025787,CON_004755,14.73,2024-06-29 12:28:14,??
U_0025788,CON_003330,0.99,2024-01-08 23:23:36,DE
U_0025789,CON_002965,7.51,2024-01-14 05:52:50,ES
U_0025790,CON_005064,7.26,2024-07-15 11:37:15,UK
U_0025791,CON_004904,2.9,2024-02-20 23:01:25,UK
U_0025792,CON_000172,1.63,2024-06-02 14:00:42,UK
U_0025793,CON_002735,1.78,2024-03-15 05:06:31,DE
U_0025794,CON_001088,1.56,2024-07-06 16:33:02,FR
U_0025795,CON_003876,13.13,2024-04-26 13:37:39,UK
U_0025796,CON_000156,1.29,2024-09-18 02:25:03,UK
U_0025797,CON_001477,2.46,2024-06-08 04:17:35,??
U_0025798,CON_002879,1.97,2024-11-03 01:32:51,FR
U_0025799,CON_005050,9.98,2024-04-19 18:44:11,ES
U_0025800,CON_005083,1.38,2024-05-25 16:33:49,ES
U_0025801,CON_003517,0.19,2024-02-28 21:33:53,UK
U_0025802,CON_000784,3.75,2024-02-22 17:24:09,FR
U_0025803,CON_000927,2.91,2024-09-14 09:55:37,ES
U_0025804,CON_002376,4.06,2024-05-14 22:09:30,??
U_0025805,CON_001766,11.21,2024-01-17 19:03:45,US
U_0025806,CON_002594,0.1,2024-09-06 04:48:16,US
U_0025807,CON_004128,0.31,2024-06-22 20:55:57,DE
U_0025808,CON_001588,2.36,2024-04-11 03:22:47,DE
U_0025809,CON_000367,17.6,2024-06-26 13:59:26,UK
U_0025810,CON_002557,1.48,2024-06-18 02:09:56,FR
U_0025811,CON_000052,46.58,2024-03-06 04:27:38,DE
U_0025812,CON_005141,13.11,2024-02-06 08:48:49,FR
U_0025813,CON_003965,4.87,2024-08-06 20:16:02,US
U_0025814,CON_003926,11.02,2024-07-31 16:29:32,FR
U_0025815,CON_003001,5.85,2024-11-21 08:28:39,UK
U_0025816,CON_001012,6.68,2024-08-10 23:00:35,ES
U_0025817,CON_001810,6.95,2024-10-13 09:17:53,DE
U_0025818,CON_000329,8.37,2024-04-04 09:08:37,FR
U_0025819,CON_003508,0.5,2024-10-14 00:03:01,UK
U_0025820,CON_000630,7.67,2024-07-30 00:09:57,FR
U_0025821,CON_000089,10.1,2024-10-14 19:29:42,UK
U_0025822,CON_004878,2.98,2024-03-25 03:06:12,UK
U_0025823,CON_001255,30.75,2024-10-15 20:27:10,DE
U_0025824,CON_001147,1.25,2024-09-23 23:55:10,??
U_0025825,CON_000891,19.3,2024-05-03 23:13:37,ES
U_0025826,CON_003289,9.03,2024-08-09 12:56:20,FR
U_0025827,CON_004504,8.73,2024-03-30 03:18:06,US
U_0025828,CON_004815,16.7,2024-01-06 06:08:53,DE
U_0025829,CON_003734,14.26,2024-01-30 02:40:21,DE
U_0025830,CON_002356,3.39,2024-06-01 13:09:05,DE
U_0025831,CON_002779,9.78,2024-07-15 21:52:15,FR
U_0025832,CON_001648,0.42,2024-10-31 04:31:34,DE
U_0025833,CON_003768,4.99,2024-04-08 22:21:13,DE
U_0025834,CON_000904,22.22,2024-08-07 12:46:23,DE
U_0025835,CON_002315,2.56,2024-06-21 01:30:05,DE
U_0025836,CON_003662,0.41,2024-01-24 19:33:03,ES
U_0025837,CON_001960,7.0,2024-06-20 10:42:21,FR
U_0025838,CON_001270,3.51,2024-01-26 15:37:35,UK
U_0025839,CON_000359,3.82,2024-08-17 03:04:56,US
U_0025840,CON_002322,6.99,2024-08-15 23:11:01,??
U_0025841,CON_002014,7.77,2024-02-19 20:22:45,UK
U_0025842,CON_000678,4.6,2024-05-20 09:36:46,??
U_0025843,CON_004994,5.67,2024-07-06 17:21:03,DE
U_0025844,CON_001035,39.99,2024-05-07 00:35:12,FR
U_0025845,CON_003633,25.2,2024-02-16 10:15:24,US
U_0025846,CON_002311,9.83,2024-02-10 03:22:14,UK
U_0025847,CON_002040,1.41,2024-06-26 19:21:23,FR
U_0025848,CON_000713,3.57,2024-01-31 02:13:51,DE
U_0025849,CON_001472,17.17,2024-04-08 02:33:37,DE
U_0025850,CON_003390,4.41,2024-04-24 19:37:11,DE
U_0025851,CON_003482,24.87,2024-11-28 19:58:59,??
U_0025852,CON_003369,5.36,2024-09-25 18:52:59,US
U_0025853,CON_002879,15.83,2024-01-10 17:26:55,US
U_0025854,CON_003262,0.29,2024-12-05 04:29:17,DE
U_0025855,CON_000355,4.56,2024-03-15 16:58:57,??
U_0025856,CON_001438,9.64,2024-04-20 20:33:36,US
U_0025857,CON_001816,15.94,2024-03-10 02:51:48,UK
U_0025858,CON_001649,7.53,2024-07-27 09:56:53,ES
U_0025859,CON_003291,1.52,2024-11-12 06:51:41,FR
U_0025860,CON_000709,17.36,2024-06-26 04:32:17,ES
U_0025861,CON_003391,6.84,2024-05-03 23:10:26,??
U_0025862,CON_002915,0.91,2024-11-24 23:53:54,ES
U_0025863,CON_002784,4.99,2024-09-02 10:18:01,FR
U_0025864,CON_004180,9.6,2024-06-06 03:22:36,UK
U_0025865,CON_000182,4.8,2024-06-20 16:58:44,US
U_0025866,CON_003429,16.37,2024-03-19 05:15:32,ES
U_0025867,CON_001193,4.41,2024-12-17 16:00:01,ES
U_0025868,CON_002053,7.01,2024-09-26 17:39:08,UK
U_0025869,CON_003717,1.9,2024-02-13 23:50:59,UK
U_0025870,CON_002670,5.75,2024-10-10 16:30:49,DE
U_0025871,CON_002718,2.02,2024-02-11 07:55:04,DE
U_0025872,CON_002772,2.04,2024-10-24 08:44:54,UK
U_0025873,CON_001228,2.63,2024-01-19 08:38:23,ES
U_0025874,CON_003449,0.36,2024-02-18 12:17:14,FR
U_0025875,CON_003743,1.43,2024-06-29 15:01:58,ES
U_0025876,CON_001138,4.42,2024-05-29 04:47:37,DE
U_0025877,CON_000444,1.12,2024-05-29 17:40:17,ES
U_0025878,CON_001983,1.15,2024-01-01 22:41:32,US
U_0025879,CON_003320,27.52,2024-12-24 18:17:36,US
U_0025880,CON_005154,4.46,2024-11-25 04:28:24,US
U_0025881,CON_003876,4.14,2024-03-11 19:02:44,UK
U_0025882,CON_000471,2.49,2024-06-19 21:46:40,ES
U_0025883,CON_001180,5.75,2024-08-25 17:54:32,FR
U_0025884,CON_003725,7.25,2024-02-05 14:36:26,DE
U_0025885,CON_002573,4.33,2024-09-21 17:10:27,UK
U_0025886,CON_000924,4.0,2024-02-21 13:45:21,UK
U_0025887,CON_000064,9.64,2024-06-09 23:38:40,US
U_0025888,CON_000064,23.93,2024-01-30 08:58:45,US
U_0025889,CON_002919,16.82,2024-05-13 13:06:49,US
U_0025890,CON_003577,1.01,2024-04-17 14:12:53,DE
U_0025891,CON_004505,8.45,2024-01-15 06:20:16,??
U_0025892,CON_003994,0.06,2024-08-28 18:06:52,US
U_0025893,CON_000342,8.02,2024-07-18 07:43:56,UK
U_0025894,CON_003492,4.99,2024-12-21 16:20:43,US
U_0025895,CON_004744,5.4,2024-12-17 18:10:12,UK
U_0025896,CON_000023,7.09,2024-09-12 11:50:47,??
U_0025897,CON_002615,10.86,2024-05-22 06:29:18,ES
U_0025898,CON_003788,10.46,2024-06-04 15:36:17,??
U_0025899,CON_000623,0.36,2024-08-21 19:26:46,DE
U_0025900,CON_000582,10.67,2024-12-03 22:23:17,ES
U_0025901,CON_001457,14.17,2024-02-02 05:09:32,ES
U_0025902,CON_000682,0.56,2024-01-02 22:48:28,FR
U_0025903,CON_004281,3.12,2024-03-30 01:24:47,FR
U_0025904,CON_000749,12.56,2024-08-17 02:01:16,US
U_0025905,CON_003139,5.44,2024-12-08 00:06:24,US
U_0025906,CON_003717,9.5,2024-03-19 09:34:10,UK
U_0025907,CON_004906,5.58,2024-04-25 20:02:31,UK
U_0025908,CON_001660,30.62,2024-08-05 06:43:16,DE
U_0025909,CON_001477,22.02,2024-02-17 08:14:58,ES
U_0025910,CON_001974,2.64,2024-01-23 10:56:08,??
U_0025911,CON_002990,3.9,2024-01-23 21:55:48,ES
U_0025912,CON_001538,4.52,2024-04-04 03:11:02,DE
U_0025913,CON_004706,0.88,2024-03-15 07:36:36,??
U_0025914,CON_001882,4.14,2024-05-01 05:05:45,US
U_0025915,CON_001896,11.93,2024-09-05 06:58:10,??
U_0025916,CON_000137,15.01,2024-05-12 03:01:34,US
U_0025917,CON_005159,17.38,2024-03-22 14:16:37,US
U_0025918,CON_003036,0.12,2024-10-25 12:09:31,US
U_0025919,CON_002234,12.44,2024-08-10 23:06:50,??
U_0025920,CON_004340,5.59,2024-03-14 09:09:47,UK
U_0025921,CON_002310,1.85,2024-02-12 23:23:43,US
U_0025922,CON_004774,5.53,2024-09-03 15:35:31,US
U_0025923,CON_002619,14.88,2024-07-03 18:34:58,ES
U_0025924,CON_000671,4.56,2024-04-30 08:37:41,FR
U_0025925,CON_003430,37.22,2024-10-07 02:52:35,DE
U_0025926,CON_002711,7.67,2024-02-20 09:09:53,??
U_0025927,CON_003876,5.38,2024-02-26 02:12:13,DE
U_0025928,CON_000460,2.8,2024-02-06 02:51:23,DE
U_0025929,CON_003624,0.09,2024-06-17 07:23:25,FR
U_0025930,CON_004766,7.54,2024-05-20 14:07:07,UK
U_0025931,CON_002432,6.89,2024-08-14 05:37:18,DE
U_0025932,CON_001543,5.82,2024-07-13 13:39:53,DE
U_0025933,CON_001191,6.17,2024-02-07 12:20:27,DE
U_0025934,CON_000887,14.84,2024-02-02 23:13:37,DE
U_0025935,CON_004326,3.05,2024-05-20 05:42:35,??
U_0025936,CON_001862,6.39,2024-10-12 17:57:47,UK
U_0025937,CON_000263,9.11,2024-10-14 04:15:45,US
U_0025938,CON_001212,1.88,2024-10-29 11:48:51,??
U_0025939,CON_002224,20.7,2024-07-04 05:10:40,UK
U_0025940,CON_001448,10.69,2024-10-28 11:42:07,UK
U_0025941,CON_003244,0.44,2024-10-20 10:24:37,ES
U_0025942,CON_002172,16.03,2024-08-07 06:32:20,??
U_0025943,CON_003378,21.26,2024-10-20 10:21:57,UK
U_0025944,CON_004329,12.63,2024-02-04 21:51:53,??
U_0025945,CON_002739,4.44,2024-12-30 11:38:11,??
U_0025946,CON_005146,41.45,2024-03-18 00:56:08,ES
U_0025947,CON_002711,1.06,2024-05-30 07:12:16,UK
U_0025948,CON_000905,6.15,2024-11-19 19:18:21,??
U_0025949,CON_004699,1.49,2024-09-19 00:25:04,??
U_0025950,CON_000202,4.63,2024-06-21 07:58:42,??
U_0025951,CON_001169,20.99,2024-09-15 15:36:37,FR
U_0025952,CON_000283,12.65,2024-07-21 19:37:56,ES
U_0025953,CON_002496,12.19,2024-09-10 20:37:56,FR
U_0025954,CON_000564,3.49,2024-08-20 11:40:29,UK
U_0025955,CON_005345,21.78,2024-05-12 16:07:59,FR
U_0025956,CON_000531,3.67,2024-04-06 00:00:41,UK
U_0025957,CON_002646,0.33,2024-11-17 08:23:06,ES
