con_id,cli_ref,p_type,val_mo,st,dt_start
CON_002767,C_00378,F2,18.91,-1,2021-08-03
CON_002768,C_00845,M1,104.81,0,2022-10-25
CON_002769,C_04265,F2,110.16,1,2023-02-22
CON_002770,C_02560,M1,104.3,1,2020-11-13
CON_002771,C_00185,M2,101.59,1,2020-06-25
CON_002772,C_04732,M1,93.22,1,2021-07-08
CON_002773,C_02558,M1,81.51,1,2020-10-19
CON_002774,C_01720,M2,86.26,1,2021-02-06
CON_002775,C_02629,F2,99.67,1,2022-06-03
CON_002776,C_01643,M2,84.56,1,2023-04-13
CON_002777,C_01578,F2,49.41,1,2020-06-14
CON_002778,C_02348,M1,54.48,1,2021-08-18
CON_002779,C_02267,F2,109.19,1,2021-03-24
CON_002780,C_04361,M1,16.8,-1,2020-03-06
CON_002781,C_02615,F2,88.38,0,2022-08-27
CON_002782,C_03614,M1,115.25,-1,2021-12-27
CON_002783,C_00964,M1,89.15,1,2021-05-24
CON_002784,C_02234,F1,119.36,1,2022-03-02
CON_002785,C_01224,F2,87.19,1,2022-05-15
CON_002786,C_01291,F2,18.61,1,2022-03-28
CON_002787,C_02242,F1,101.84,-1,2020-07-19
CON_002788,C_00938,M1,44.89,1,2021-06-19
CON_002789,C_00125,M1,61.84,1,2021-09-10
CON_002790,C_04585,F1,47.77,1,2021-09-28
CON_002791,C_04212,F1,43.2,-1,2020-12-20
CON_002792,C_00839,M2,60.3,1,2023-02-28
CON_002793,C_01693,M1,54.77,1,2022-06-11
CON_002794,C_04445,M2,81.5,1,2021-10-22
CON_002795,C_02870,F2,100.38,1,2023-03-30
CON_002796,C_04501,M2,46.19,1,2020-10-12
CON_002797,C_02610,F1,37.44,0,2021-02-12
CON_002798,C_02221,F1,85.02,1,2021-05-27
CON_002799,C_01160,F1,85.38,1,2020-10-04
CON_002800,C_02321,F1,109.62,-1,2022-05-02
CON_002801,C_04703,M2,16.67,1,2023-02-09
CON_002802,C_02006,M2,104.57,0,2021-02-12
CON_002803,C_01404,M2,69.71,0,2021-09-08
CON_002804,C_00584,F1,80.24,0,2021-09-16
CON_002805,C_02551,F1,24.59,1,2020-06-24
CON_002806,C_02775,M1,60.42,1,2021-08-31
CON_002807,C_04429,M1,38.87,0,2023-03-06
CON_002808,C_03635,F1,41.69,0,2022-08-02
CON_002809,C_00416,M1,67.93,1,2023-01-22
CON_002810,C_01066,F2,100.31,1,2021-01-10
CON_002811,C_00238,F2,93.1,1,2022-02-08
CON_002812,C_03857,F1,77.05,-1,2022-06-13
CON_002813,C_00414,M2,71.64,1,2020-07-15
CON_002814,C_00868,F2,59.87,1,2020-10-10
CON_002815,C_03143,F2,117.13,1,2022-12-14
CON_002816,C_00441,M2,73.82,1,2022-06-24
CON_002817,C_00706,M1,41.67,-1,2021-10-03
CON_002818,C_03494,M2,39.16,1,2022-10-28
CON_002819,C_03211,M1,79.19,1,2022-01-02
CON_002820,C_01467,M1,69.9,1,2022-08-17
CON_002821,C_04884,M2,15.81,1,2021-12-26
CON_002822,C_04856,M1,102.16,1,2022-05-25
CON_002823,C_03653,F2,88.93,1,2022-08-13
CON_002824,C_02914,F1,84.49,1,2022-05-11
CON_002825,C_02560,M1,22.22,0,2022-04-20
CON_002826,C_02723,F2,53.02,1,2022-08-02
CON_002827,C_01624,M2,113.22,-1,2020-02-26
CON_002828,C_04371,M1,105.57,1,2023-02-18
CON_002829,C_00644,F2,44.98,1,2020-02-24
CON_002830,C_03815,M1,31.49,1,2022-05-12
CON_002831,C_04652,M2,62.15,1,2020-06-30
CON_002832,C_01080,F1,52.36,1,2020-10-14
CON_002833,C_00762,M1,86.63,1,2021-09-11
CON_002834,C_03837,F1,116.48,1,2021-05-11
CON_002835,C_00797,M1,53.12,1,2023-04-03
CON_002836,C_03733,M1,21.53,1,2022-11-14
CON_002837,C_02543,M2,109.25,1,2022-02-03
CON_002838,C_03813,M1,18.98,1,2020-09-17
CON_002839,C_03855,F2,115.04,1,2023-01-17
CON_002840,C_01899,F2,84.78,1,2023-03-04
CON_002841,C_01834,F1,113.88,0,2021-08-23
CON_002842,C_01178,F1,35.96,1,2020-04-19
CON_002843,C_02114,F2,19.27,-1,2022-03-15
CON_002844,C_02978,F1,66.26,1,2020-09-14
CON_002845,C_03212,F1,62.32,-1,2022-04-05
CON_002846,C_01503,F2,49.81,1,2020-01-13
CON_002847,C_02707,F2,115.55,1,2022-08-05
CON_002848,C_02661,F2,101.37,1,2022-11-26
CON_002849,C_03714,M2,84.47,1,2022-07-31
CON_002850,C_03994,M2,32.1,-1,2020-04-21
CON_002851,C_00248,F2,92.1,1,2020-06-22
CON_002852,C_00536,M1,91.34,1,2020-04-22
CON_002853,C_03894,F2,59.63,1,2021-07-07
CON_002854,C_00925,M2,112.1,1,2020-08-07
CON_002855,C_02880,F1,32.53,1,2021-11-13
CON_002856,C_03922,M1,43.07,1,2020-07-18
CON_002857,C_03779,M1,21.64,1,2021-08-18
CON_002858,C_01400,F1,98.52,1,2023-03-04
CON_002859,C_02313,M1,80.28,1,2022-09-13
CON_002860,C_02856,F1,48.07,1,2021-11-09
CON_002861,C_04952,M2,32.2,1,2020-05-04
CON_002862,C_04708,M1,19.22,1,2020-09-05
CON_002863,C_01044,M1,32.51,1,2023-04-12
CON_002864,C_04162,F1,62.59,-1,2022-11-12
CON_002865,C_00844,F1,40.95,1,2020-04-18
CON_002866,C_03324,M2,42.19,-1,2021-02-23
CON_002867,C_00877,F1,106.94,1,2022-11-23
CON_002868,C_02670,F1,69.09,0,2020-10-22
CON_002869,C_04556,M2,91.57,1,2023-02-25
CON_002870,C_00582,F2,18.75,1,2022-10-11
CON_002871,C_02475,F2,53.34,1,2020-10-06
CON_002872,C_04365,F1,65.31,1,2021-04-02
CON_002873,C_03777,M2,34.57,-1,2020-11-12
CON_002874,C_03284,F2,27.62,1,2021-09-08
CON_002875,C_04838,M2,106.38,1,2021-09-28
CON_002876,C_03387,F1,113.64,1,2020-01-14
CON_002877,C_01955,F1,23.27,-1,2022-09-20
CON_002878,C_01997,M2,51.65,1,2021-02-15
CON_002879,C_04489,M1,115.62,1,2020-08-22
CON_002880,C_01303,F1,23.73,1,2020-05-17
CON_002881,C_03952,F1,82.58,1,2020-01-01
CON_002882,C_03145,F1,117.08,0,2020-11-09
CON_002883,C_00542,F1,117.71,1,2020-09-04
CON_002884,C_02792,M2,64.48,1,2022-11-30
CON_002885,C_01706,M2,32.09,1,2020-07-17
CON_002886,C_04842,M2,36.22,-1,2021-05-21
CON_002887,C_03532,M2,108.41,1,2021-02-22
CON_002888,C_03567,M1,110.73,-1,2020-07-31
CON_002889,C_04647,M2,78.83,1,2022-08-28
CON_002890,C_02804,M2,95.45,0,2020-02-20
CON_002891,C_04461,F1,92.69,0,2022-11-01
CON_002892,C_01935,M1,84.49,1,2022-06-27
CON_002893,C_01418,F1,101.86,-1,2022-03-11
CON_002894,C_00639,M1,86.97,1,2020-04-23
CON_002895,C_04704,F2,71.07,1,2020-09-06
CON_002896,C_03987,M1,39.88,-1,2021-09-06
CON_002897,C_00937,M1,93.11,1,2022-04-08
CON_002898,C_04852,F1,64.71,1,2022-09-17
CON_002899,C_04884,M1,45.95,1,2021-01-11
CON_002900,C_03793,M1,99.2,1,2021-04-26
CON_002901,C_02666,F1,88.15,0,2023-01-24
CON_002902,C_04548,F2,113.42,1,2021-06-17
CON_002903,C_00800,F2,32.37,0,2022-06-18
CON_002904,C_03648,F2,83.16,1,2020-09-09
CON_002905,C_01444,M1,40.65,1,2022-06-04
CON_002906,C_02524,F1,109.88,1,2020-10-26
CON_002907,C_03325,F2,25.45,1,2020-02-14
CON_002908,C_00571,F2,83.9,1,2021-01-13
CON_002909,C_04901,F2,98.06,1,2020-10-17
CON_002910,C_00891,F2,52.27,1,2021-05-07
CON_002911,C_04886,F1,115.18,1,2020-12-15
CON_002912,C_03105,F2,104.33,1,2022-11-13
CON_002913,C_02683,M1,45.93,1,2023-01-24
CON_002914,C_04050,M1,15.79,1,2021-02-14
CON_002915,C_00504,F1,46.15,-1,2022-09-02
CON_002916,C_00742,M2,44.54,1,2022-09-10
CON_002917,C_01783,F2,108.45,1,2021-08-16
CON_002918,C_01139,F2,116.55,-1,2021-08-15
CON_002919,C_04758,M1,22.4,1,2020-07-23
CON_002920,C_00002,F1,64.49,1,2022-10-06
CON_002921,C_01202,M2,72.57,0,2022-01-22
CON_002922,C_01223,M1,24.76,1,2021-07-17
CON_002923,C_03711,M2,54.64,1,2022-03-12
CON_002924,C_04353,F1,48.29,1,2022-03-01
CON_002925,C_02388,F1,71.29,0,2020-08-07
CON_002926,C_03195,F1,84.43,-1,2022-08-08
CON_002927,C_04735,M1,88.87,-1,2022-05-03
CON_002928,C_03664,F1,29.36,1,2022-05-20
CON_002929,C_01603,M1,100.36,1,2020-10-30
CON_002930,C_01685,M1,86.25,1,2020-02-27
CON_002931,C_02594,F2,108.35,1,2021-08-03
CON_002932,C_02456,M1,62.18,0,2022-07-25
CON_002933,C_04672,M1,108.86,1,2020-09-03
CON_002934,C_02495,F2,105.91,1,2023-03-01
CON_002935,C_03562,M2,61.03,1,2022-03-08
CON_002936,C_02821,F2,55.02,1,2020-01-23
CON_002937,C_00732,F2,112.95,1,2023-04-03
CON_002938,C_04774,F1,90.09,1,2021-09-12
CON_002939,C_00067,F1,112.47,1,2020-03-10
CON_002940,C_04182,F2,98.68,1,2022-06-29
CON_002941,C_03312,F1,78.98,-1,2020-03-28
CON_002942,C_01045,F2,27.16,0,2021-12-27
CON_002943,C_02410,F1,45.61,1,2020-10-12
CON_002944,C_00512,M1,116.73,0,2022-08-16
CON_002945,C_03025,F1,48.54,1,2022-07-27
CON_002946,C_04497,F1,24.79,1,2021-07-21
CON_002947,C_00436,M1,89.29,1,2020-01-19
CON_002948,C_00007,F2,92.07,1,2020-11-20
CON_002949,C_04588,F1,44.97,1,2022-01-02
CON_002950,C_02943,F1,46.26,1,2022-10-22
CON_002951,C_00899,M1,64.23,1,2022-10-27
CON_002952,C_02312,M1,17.29,1,2021-03-07
CON_002953,C_00256,M1,97.88,1,2021-12-15
CON_002954,C_01928,M2,48.29,1,2022-12-11
CON_002955,C_03537,M1,104.65,1,2022-03-10
CON_002956,C_04835,F2,99.28,1,2022-11-16
CON_002957,C_03230,F1,84.45,1,2020-05-08
CON_002958,C_02607,F1,49.11,1,2020-12-23
CON_002959,C_03136,M2,69.21,1,2020-11-06
CON_002960,C_03327,F1,61.71,1,2021-12-21
CON_002961,C_03126,F1,50.58,-1,2023-02-27
CON_002962,C_03566,F2,104.05,1,2021-11-25
CON_002963,C_04466,F1,65.77,1,2022-07-30
CON_002964,C_01731,F2,102.44,1,2020-10-13
CON_002965,C_01421,M2,26.05,1,2021-07-24
CON_002966,C_03891,F2,29.81,1,2021-09-12
CON_002967,C_01140,M1,117.62,-1,2022-03-17
CON_002968,C_01542,M1,76.72,1,2020-05-19
CON_002969,C_04551,M2,68.53,0,2022-09-17
CON_002970,C_03151,F1,69.93,1,2022-02-10
CON_002971,C_02952,F2,37.6,1,2022-08-24
CON_002972,C_03418,M1,90.46,0,2021-01-04
CON_002973,C_01264,F2,23.9,0,2023-03-25
CON_002974,C_02364,M1,75.2,0,2022-11-04
CON_002975,C_01029,F2,74.93,-1,2022-12-12
CON_002976,C_01101,F1,110.99,1,2021-06-14
CON_002977,C_00096,M2,70.25,1,2020-09-22
CON_002978,C_00588,F1,29.39,1,2021-10-25
CON_002979,C_00129,F2,75.14,1,2023-04-04
CON_002980,C_01180,M1,24.59,1,2021-12-13
CON_002981,C_03988,M1,36.4,1,2023-04-12
CON_002982,C_03578,M2,18.27,1,2022-04-06
CON_002983,C_01113,F1,68.9,0,2020-05-18
CON_002984,C_00694,F1,23.88,1,2020-04-02
CON_002985,C_01125,F1,64.29,1,2020-03-01
CON_002986,C_03407,M1,112.96,1,2020-11-21
CON_002987,C_03736,M2,90.57,1,2021-04-19
CON_002988,C_04952,M1,23.13,1,2020-07-16
CON_002989,C_03488,F1,38.54,0,2020-08-05
CON_002990,C_01473,F2,85.73,1,2022-10-19
CON_002991,C_03723,M1,108.94,0,2022-09-02
CON_002992,C_04174,M2,18.46,1,2021-10-24
CON_002993,C_03475,F1,100.31,1,2021-04-19
CON_002994,C_04523,F2,73.99,1,2021-04-29
CON_002995,C_03687,M1,72.34,1,2020-08-03
CON_002996,C_03152,F2,115.57,1,2020-12-22
CON_002997,C_02911,F2,93.5,1,2022-02-25
CON_002998,C_01850,M2,104.26,1,2022-05-10
CON_002999,C_01523,M1,52.17,1,2020-05-11
CON_003000,C_03480,M2,73.21,-1,2020-05-06
CON_003001,C_04953,F1,79.62,1,2021-05-27
CON_003002,C_00061,F2,48.77,1,2020-08-22
CON_003003,C_04735,M2,74.88,1,2020-03-17
CON_003004,C_04081,M2,39.85,1,2020-05-29
CON_003005,C_01940,F1,30.05,1,2022-06-23
CON_003006,C_04111,M1,54.27,1,2022-02-05
CON_003007,C_02206,M2,92.63,1,2020-03-01
CON_003008,C_03366,F2,111.2,1,2020-12-22
CON_003009,C_04475,F2,63.06,1,2021-10-19
CON_003010,C_04722,F2,82.5,1,2020-08-08
CON_003011,C_03007,F2,25.82,1,2022-07-09
CON_003012,C_00275,M2,109.97,1,2022-02-12
CON_003013,C_00311,F2,74.7,1,2020-09-29
CON_003014,C_04655,M2,96.94,1,2023-03-21
CON_003015,C_03959,M1,98.42,1,2023-02-13
CON_003016,C_03020,F2,41.93,1,2021-02-13
CON_003017,C_00928,M1,70.56,1,2021-02-04
CON_003018,C_04754,M2,115.85,-1,2021-06-01
CON_003019,C_03945,F1,24.41,1,2022-10-02
CON_003020,C_00656,M1,86.72,-1,2022-06-15
CON_003021,C_01164,F2,116.04,1,2021-08-08
CON_003022,C_04313,F1,46.56,1,2021-04-06
CON_003023,C_02290,M1,105.45,1,2021-02-16
CON_003024,C_03809,M2,113.03,1,2020-11-27
CON_003025,C_04235,M2,93.44,-1,2022-06-07
CON_003026,C_00641,M2,39.29,0,2022-12-18
CON_003027,C_04288,M1,50.07,1,2021-01-28
CON_003028,C_04998,M2,18.76,1,2020-06-25
CON_003029,C_00725,M1,102.3,1,2023-04-07
CON_003030,C_02009,F2,104.21,-1,2020-02-19
CON_003031,C_03871,F2,81.43,1,2020-07-16
CON_003032,C_00640,M1,52.02,1,2021-02-20
CON_003033,C_04418,M1,23.07,1,2020-03-09
CON_003034,C_04749,F1,94.07,-1,2020-10-14
CON_003035,C_02560,M2,91.29,0,2020-01-11
CON_003036,C_00433,F2,110.82,-1,2022-01-06
CON_003037,C_02815,F2,91.71,1,2022-04-15
CON_003038,C_04383,F1,102.01,1,2023-03-09
CON_003039,C_00089,M1,93.33,1,2023-01-24
CON_003040,C_03841,M1,81.22,1,2020-05-27
CON_003041,C_03720,F1,59.83,1,2021-11-28
CON_003042,C_04200,M2,109.72,1,2021-01-14
CON_003043,C_03844,M1,83.35,1,2022-12-17
CON_003044,C_04702,M1,56.83,1,2022-10-13
CON_003045,C_02716,M2,23.76,0,2021-01-24
CON_003046,C_03449,M2,45.52,1,2021-02-28
CON_003047,C_02892,F1,72.09,1,2023-03-14
CON_003048,C_02414,F1,43.94,1,2022-08-28
CON_003049,C_02370,F1,38.23,1,2022-10-22
CON_003050,C_01373,M1,70.38,-1,2021-12-22
CON_003051,C_00290,F1,32.83,1,2021-12-31
CON_003052,C_04896,M1,99.04,1,2023-02-18
CON_003053,C_02491,F2,65.86,1,2020-10-09
CON_003054,C_04618,M2,75.26,1,2020-05-17
CON_003055,C_02134,M2,30.48,1,2022-06-17
CON_003056,C_00504,F2,49.08,1,2022-05-25
CON_003057,C_03877,F1,58.06,1,2022-02-09
CON_003058,C_04737,M1,99.86,1,2020-05-25
CON_003059,C_01386,M1,95.87,0,2023-03-11
CON_003060,C_04693,M1,38.41,0,2020-06-09
CON_003061,C_00423,M2,79.7,-1,2020-09-17
CON_003062,C_02391,F1,40.56,-1,2022-11-25
CON_003063,C_00224,M1,118.77,1,2021-09-02
CON_003064,C_02350,M1,114.97,1,2020-07-25
CON_003065,C_03972,M1,74.14,1,2020-08-29
CON_003066,C_00676,F2,88.38,1,2022-10-18
CON_003067,C_01039,M1,99.15,1,2021-04-17
CON_003068,C_04142,F2,90.7,1,2020-04-15
CON_003069,C_00630,M1,88.48,1,2023-01-12
CON_003070,C_02277,M1,115.65,1,2021-11-08
CON_003071,C_02065,M1,77.63,1,2020-02-16
CON_003072,C_01086,F2,81.81,1,2021-04-03
CON_003073,C_02302,M1,104.17,1,2021-08-16
CON_003074,C_02255,F1,85.34,1,2021-05-29
CON_003075,C_02105,M1,91.96,-1,2022-03-10
CON_003076,C_00117,F2,39.59,1,2022-01-02
CON_003077,C_00914,F2,53.98,1,2020-05-19
CON_003078,C_04947,F1,30.47,1,2020-11-19
CON_003079,C_01431,M2,68.11,1,2021-08-12
CON_003080,C_04848,F1,62.85,1,2020-06-02
CON_003081,C_01239,F1,119.7,1,2022-12-30
CON_003082,C_03659,F2,79.18,0,2023-03-24
CON_003083,C_03030,M1,97.58,1,2021-05-09
CON_003084,C_01437,M1,50.07,1,2022-11-26
CON_003085,C_02141,M2,102.31,1,2022-10-21
CON_003086,C_01935,M2,79.58,1,2021-10-01
CON_003087,C_03973,M2,88.18,1,2022-03-28
CON_003088,C_01482,M2,45.92,1,2020-04-26
CON_003089,C_04321,F1,72.61,-1,2023-01-23
CON_003090,C_00272,F1,81.57,1,2020-08-15
CON_003091,C_02809,M1,76.85,1,2023-04-08
CON_003092,C_00692,F1,111.1,1,2022-08-22
CON_003093,C_01189,M1,109.32,0,2021-06-22
CON_003094,C_04879,M1,116.95,1,2020-03-02
CON_003095,C_01263,M1,85.08,1,2020-03-07
CON_003096,C_04063,M1,117.05,0,2021-11-23
CON_003097,C_03383,F2,102.41,1,2022-05-13
CON_003098,C_03139,M1,43.44,1,2021-06-18
CON_003099,C_01950,F1,59.88,-1,2021-02-14
CON_003100,C_03606,F1,40.03,1,2021-11-16
CON_003101,C_01371,F1,15.44,1,2020-05-01
CON_003102,C_01728,F1,34.75,1,2020-10-12
CON_003103,C_04733,F2,15.43,1,2021-02-22
CON_003104,C_02827,M2,90.58,1,2023-01-25
CON_003105,C_00446,M2,59.68,1,2021-11-06
CON_003106,C_02166,M1,47.82,1,2020-05-07
CON_003107,C_00951,M1,94.98,1,2021-04-27
CON_003108,C_00431,F1,102.41,1,2022-10-07
CON_003109,C_01373,F1,117.41,0,2020-05-29
CON_003110,C_03802,M2,82.41,1,2023-02-28
CON_003111,C_03267,M2,63.46,0,2020-03-13
CON_003112,C_03902,F1,47.05,1,2021-12-09
CON_003113,C_02469,M1,38.34,1,2020-05-24
CON_003114,C_03902,F2,37.36,-1,2022-05-02
CON_003115,C_04363,F2,57.96,1,2020-06-14
CON_003116,C_01915,M2,119.14,1,2023-02-03
CON_003117,C_03112,M2,15.09,1,2022-09-07
CON_003118,C_03196,M2,35.71,1,2020-09-22
CON_003119,C_03888,F2,34.78,1,2021-07-08
CON_003120,C_02152,F2,90.3,-1,2020-03-26
CON_003121,C_01190,F1,52.01,1,2020-08-01
CON_003122,C_04346,M1,63.01,0,2020-03-13
CON_003123,C_03562,M2,30.61,1,2022-10-14
CON_003124,C_00098,F1,57.52,0,2022-11-05
CON_003125,C_02366,F2,25.84,1,2021-04-06
CON_003126,C_03677,F1,70.97,-1,2021-12-18
CON_003127,C_03130,F2,25.28,1,2022-06-02
CON_003128,C_02587,M1,98.0,-1,2022-09-05
CON_003129,C_04344,F2,74.49,1,2021-09-13
CON_003130,C_00337,F1,91.02,1,2021-04-11
CON_003131,C_00798,M1,58.94,1,2020-02-13
CON_003132,C_04353,F2,55.06,-1,2020-04-23
CON_003133,C_02899,M2,25.31,1,2020-02-23
CON_003134,C_03538,F2,70.0,1,2021-02-05
CON_003135,C_02234,M1,69.02,1,2022-12-30
CON_003136,C_02745,F1,64.15,1,2022-02-15
CON_003137,C_02215,M1,92.75,1,2020-02-07
CON_003138,C_02188,F1,102.41,1,2023-02-05
CON_003139,C_00806,F2,93.83,1,2022-09-14
CON_003140,C_02092,F2,30.11,1,2020-04-16
CON_003141,C_04786,M1,80.32,-1,2022-03-03
CON_003142,C_03205,M2,23.43,-1,2022-02-11
CON_003143,C_03778,F2,87.94,1,2020-09-13
CON_003144,C_01981,M2,55.09,1,2022-05-30
CON_003145,C_04823,M2,28.91,1,2022-05-24
CON_003146,C_01597,M1,105.52,1,2023-01-30
CON_003147,C_04260,F2,79.47,1,2020-10-09
CON_003148,C_02765,M2,52.25,1,2020-08-24
CON_003149,C_01474,F2,18.23,1,2022-06-15
CON_003150,C_02567,F1,71.42,1,2020-08-29
CON_003151,C_04487,M2,111.94,1,2022-01-23
CON_003152,C_00087,M1,77.62,1,2021-12-21
CON_003153,C_00070,M1,117.02,1,2021-01-31
CON_003154,C_00557,M2,29.33,0,2021-12-03
CON_003155,C_00098,F2,74.67,1,2022-06-13
CON_003156,C_03369,F1,98.8,1,2020-04-28
CON_003157,C_00801,F1,70.18,1,2021-05-02
CON_003158,C_04303,M1,24.56,1,2021-04-20
CON_003159,C_00852,M1,76.2,1,2020-07-07
CON_003160,C_03654,F2,79.23,1,2020-01-21
CON_003161,C_02880,M1,91.51,1,2021-04-10
CON_003162,C_01798,F2,94.93,1,2022-04-25
CON_003163,C_02321,M2,95.93,1,2023-01-03
CON_003164,C_02064,F1,84.66,1,2023-03-09
CON_003165,C_01582,M2,37.66,1,2020-04-03
CON_003166,C_00279,M1,57.44,1,2020-01-31
CON_003167,C_00195,F1,96.49,1,2021-05-26
CON_003168,C_00754,F1,115.11,0,2020-04-26
CON_003169,C_00466,M2,23.29,1,2020-06-05
CON_003170,C_04868,F2,71.23,1,2020-04-26
CON_003171,C_01777,F1,47.81,1,2020-09-16
CON_003172,C_04911,F2,38.67,1,2022-06-17
CON_003173,C_00998,M2,68.11,1,2021-01-04
CON_003174,C_00983,M2,78.64,1,2021-08-01
CON_003175,C_00708,F2,16.03,0,2020-03-30
CON_003176,C_04954,M2,96.92,1,2021-10-05
CON_003177,C_01065,F1,101.09,1,2021-12-17
CON_003178,C_03080,M2,116.38,1,2021-05-15
CON_003179,C_04638,M2,33.97,1,2021-08-21
CON_003180,C_01514,F1,77.43,-1,2020-09-22
CON_003181,C_00909,F2,59.8,0,2022-03-25
CON_003182,C_01510,M2,50.16,1,2022-09-07
CON_003183,C_02076,F2,74.39,-1,2020-09-07
CON_003184,C_02414,F1,97.15,1,2020-06-06
CON_003185,C_03826,F2,17.42,1,2020-06-05
CON_003186,C_00621,F2,116.79,-1,2021-05-27
CON_003187,C_03715,M1,100.04,1,2023-01-18
CON_003188,C_02265,M1,93.87,1,2021-02-25
CON_003189,C_03498,M2,94.84,1,2022-10-10
CON_003190,C_02650,M1,55.85,-1,2022-01-01
CON_003191,C_02109,M1,93.92,0,2021-03-27
CON_003192,C_01327,M1,55.61,0,2022-06-27
CON_003193,C_00607,F2,109.36,-1,2021-09-11
CON_003194,C_02272,F2,33.61,1,2022-01-21
CON_003195,C_00512,M1,45.7,1,2023-02-03
CON_003196,C_03136,F1,72.89,1,2021-08-22
CON_003197,C_03184,M1,48.52,1,2021-05-15
CON_003198,C_02726,F1,59.54,1,2022-12-14
CON_003199,C_00493,F2,66.7,1,2021-07-01
CON_003200,C_02116,F1,104.92,1,2021-10-15
CON_003201,C_02169,F2,69.94,-1,2023-01-13
CON_003202,C_01458,F1,53.06,1,2022-10-28
CON_003203,C_03610,F2,41.01,0,2020-08-01
CON_003204,C_00569,F2,57.91,-1,2020-04-20
CON_003205,C_04029,M1,69.15,1,2021-12-10
CON_003206,C_01644,M2,93.34,1,2022-04-21
CON_003207,C_05000,M2,27.71,1,2022-09-22
CON_003208,C_03217,F2,38.27,1,2021-07-26
CON_003209,C_01462,M1,54.86,1,2020-06-09
CON_003210,C_04031,M2,52.84,1,2021-02-20
CON_003211,C_00889,M2,56.13,1,2020-10-07
CON_003212,C_01179,M1,98.32,1,2022-12-02
CON_003213,C_04429,M1,49.04,1,2021-04-17
CON_003214,C_03533,M2,67.7,1,2021-09-16
CON_003215,C_01790,M2,80.51,1,2023-02-06
CON_003216,C_00871,F1,39.38,-1,2021-03-07
CON_003217,C_03618,F1,90.46,1,2020-09-08
CON_003218,C_02122,F2,72.45,-1,2022-02-01
CON_003219,C_00847,M2,61.91,1,2020-10-17
CON_003220,C_00286,M1,100.03,1,2020-03-14
CON_003221,C_00598,M1,40.57,1,2021-04-26
CON_003222,C_00577,M2,107.73,1,2022-06-20
CON_003223,C_04681,F2,73.91,0,2022-07-18
CON_003224,C_02053,M1,78.96,-1,2020-08-21
CON_003225,C_03653,M2,106.88,1,2020-02-13
CON_003226,C_00154,M2,100.85,1,2022-10-18
CON_003227,C_04078,F2,78.16,1,2020-03-10
CON_003228,C_01220,M2,94.08,1,2021-07-07
CON_003229,C_00008,M1,60.5,1,2021-07-23
CON_003230,C_00310,F1,72.47,0,2022-02-25
CON_003231,C_03199,F2,21.52,1,2021-09-07
CON_003232,C_02183,M2,24.44,1,2020-06-22
CON_003233,C_01242,F2,102.09,-1,2020-05-02
CON_003234,C_02702,M2,21.27,1,2021-07-25
CON_003235,C_03206,F1,32.79,1,2022-02-25
CON_003236,C_04708,F2,98.56,1,2022-10-11
CON_003237,C_00031,M2,15.12,1,2020-02-08
CON_003238,C_04223,F1,44.65,1,2022-02-22
CON_003239,C_04020,M1,76.32,1,2022-02-26
CON_003240,C_03917,M2,77.52,1,2022-06-28
CON_003241,C_03573,F1,96.6,1,2020-03-31
CON_003242,C_03309,F1,68.12,1,2021-04-04
CON_003243,C_00575,F2,68.49,1,2021-02-25
CON_003244,C_04425,M2,91.16,1,2022-02-15
CON_003245,C_01851,M1,67.36,1,2021-01-12
CON_003246,C_00028,M2,78.89,1,2022-06-01
CON_003247,C_03150,F1,109.27,1,2022-12-26
CON_003248,C_03950,M1,57.15,-1,2020-04-17
CON_003249,C_00993,F1,55.44,1,2021-09-16
CON_003250,C_04647,F2,15.37,1,2020-03-05
CON_003251,C_04386,M2,79.41,1,2023-01-14
CON_003252,C_02941,F1,18.13,1,2021-12-13
CON_003253,C_02732,F1,67.94,1,2020-02-23
CON_003254,C_02481,M2,99.44,-1,2021-11-19
CON_003255,C_03282,M1,72.74,1,2021-06-21
CON_003256,C_00453,F1,43.31,0,2021-03-19
CON_003257,C_00743,M2,97.55,1,2020-02-26
CON_003258,C_02993,F2,43.32,1,2021-11-29
CON_003259,C_04380,F2,91.97,1,2022-06-07
CON_003260,C_02786,M2,79.08,1,2022-05-25
CON_003261,C_00660,F1,32.85,1,2020-04-26
CON_003262,C_03766,M2,110.04,1,2020-08-11
CON_003263,C_02376,M2,36.07,1,2023-02-07
CON_003264,C_01664,F1,118.91,1,2022-03-05
CON_003265,C_01447,M1,15.77,1,2021-08-11
CON_003266,C_04543,M1,42.67,1,2022-12-31
CON_003267,C_00323,F2,35.99,1,2022-08-07
CON_003268,C_03148,M1,16.47,1,2022-05-18
CON_003269,C_01565,M2,91.9,-1,2023-03-18
CON_003270,C_02449,F1,87.81,0,2023-03-09
CON_003271,C_03196,F2,98.2,1,2022-11-28
CON_003272,C_00875,M1,41.95,0,2021-06-16
CON_003273,C_02944,M2,61.66,0,2020-11-28
CON_003274,C_03986,F2,84.21,1,2022-02-19
CON_003275,C_00696,F1,61.18,0,2022-08-15
CON_003276,C_03588,M1,88.22,1,2021-05-02
CON_003277,C_01553,M2,81.57,1,2020-09-27
CON_003278,C_01147,F1,27.04,1,2020-02-01
CON_003279,C_00293,M2,97.01,1,2021-07-28
CON_003280,C_01582,M2,90.67,1,2021-07-15
CON_003281,C_00208,M2,83.86,1,2020-06-24
